City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
282,Luanda,AO,2022-02-12 04:46:26,-8.8368,13.2343,74.21,86,86,6.85
283,Kyra,RU,2022-02-12 04:46:27,49.5776,111.9753,-0.99,69,95,0.69
284,Aklavik,CA,2022-02-12 04:46:27,68.2191,-135.0107,-22.97,98,8,9.33
285,Middle Island,US,2022-02-12 04:46:28,40.8843,-72.9373,50.65,78,0,12.66
286,Katsuura,JP,2022-02-12 04:46:28,35.1333,140.3,46.44,47,69,5.91
287,Kieta,PG,2022-02-12 04:46:29,-6.2167,155.6333,80.33,83,100,2.21
288,Santa Maria Da Vitoria,BR,2022-02-12 04:46:29,-13.3947,-44.1886,71.56,82,43,0.76
289,Huarmey,PE,2022-02-12 04:46:29,-10.0681,-78.1522,71.11,83,100,7.18
290,Suluq,LY,2022-02-12 04:46:30,31.6682,20.2521,49.39,74,0,6.15
291,Iskateley,RU,2022-02-12 04:46:30,67.6803,53.1512,13.12,92,100,17.09
292,Yerofey Pavlovich,RU,2022-02-12 04:46:30,53.9667,121.9667,0.73,61,92,2.42
293,Ugoofaaru,MV,2022-02-12 04:46:31,5.6667,73.0,81.41,74,100,10.2
294,Sydney,AU,2022-02-12 04:41:37,-33.8679,151.2073,75.31,82,41,11.99
295,Bataipora,BR,2022-02-12 04:46:31,-22.2953,-53.2711,71.4,78,18,4.38
296,Port Blair,IN,2022-02-12 04:46:31,11.6667,92.75,84.24,65,20,10.36
297,Acapulco,MX,2022-02-12 04:42:04,16.8634,-99.8901,75.24,67,88,5.08
298,Idenao,CM,2022-02-12 04:46:32,4.2475,9.0047,78.24,92,24,2.48
299,Koson,UZ,2022-02-12 04:46:32,39.0375,65.585,43.12,64,100,9.86
300,Mokolo,CM,2022-02-12 04:46:33,10.7398,13.8019,61.3,28,9,6.55
301,Pedasi,PA,2022-02-12 04:46:33,7.5333,-80.0333,75.07,80,86,15.59
302,Dinguiraye,GN,2022-02-12 04:46:33,11.3,-10.7167,65.03,17,33,3.98
303,Preeceville,CA,2022-02-12 04:43:13,51.95,-102.6677,-14.96,94,99,6.11
304,Souillac,MU,2022-02-12 04:46:34,-20.5167,57.5167,82.36,89,40,0.0
305,Natitingou,BJ,2022-02-12 04:46:34,10.3042,1.3796,68.81,15,65,5.44
306,Rabo De Peixe,PT,2022-02-12 04:46:34,37.8,-25.5833,59.27,83,75,12.66
307,Rongcheng,CN,2022-02-12 04:46:35,30.634,117.8517,41.94,94,100,3.06
308,Rosita,NI,2022-02-12 04:46:35,13.9268,-84.4032,70.29,99,47,2.71
309,Ixtapa,MX,2022-02-12 04:46:35,20.7,-105.2,68.23,81,10,2.66
310,Coquimbo,CL,2022-02-12 04:42:40,-29.9533,-71.3436,64.13,82,0,2.3
311,Kaura Namoda,NG,2022-02-12 04:46:36,12.5898,6.5779,61.05,16,3,12.03
312,Codrington,AU,2022-02-12 04:46:37,-38.2667,141.9667,75.87,49,4,18.48
313,Taltal,CL,2022-02-12 04:46:37,-25.4,-70.4833,67.26,81,0,1.81
314,Rocha,UY,2022-02-12 04:46:37,-34.4833,-54.3333,67.06,96,97,1.81
315,Grinties,RO,2022-02-12 04:47:38,47.05,25.8667,33.06,97,100,3.09
316,Lappeenranta,FI,2022-02-12 04:47:38,61.0587,28.1887,15.85,92,15,8.05
317,Savannah Bight,HN,2022-02-12 04:47:38,16.45,-85.85,75.99,77,7,12.64
318,Iqaluit,CA,2022-02-12 04:47:39,63.7506,-68.5145,-15.07,70,20,5.75
319,Kuryk,KZ,2022-02-12 04:47:39,43.2,51.65,42.67,73,100,5.32
320,Summerville,US,2022-02-12 04:43:13,33.0185,-80.1757,51.78,77,75,4.61
321,Poum,NC,2022-02-12 04:47:39,-20.2333,164.0167,81.72,76,87,8.43
322,Lorengau,PG,2022-02-12 04:47:40,-2.0226,147.2712,82.33,76,99,3.87
323,Olafsvik,IS,2022-02-12 04:47:40,64.8945,-23.7142,27.28,75,100,24.47
324,Ust-Tsilma,RU,2022-02-12 04:47:40,65.441,52.1498,15.64,93,100,9.84
325,Makokou,GA,2022-02-12 04:47:41,0.5738,12.8642,69.91,96,24,2.8
326,Saldanha,ZA,2022-02-12 04:47:41,-33.0117,17.9442,60.85,93,68,11.23
327,Pacific Grove,US,2022-02-12 04:47:41,36.6177,-121.9166,65.16,71,0,3.44
328,Rio Gallegos,AR,2022-02-12 04:47:42,-51.6226,-69.2181,62.65,59,75,24.16
329,Batemans Bay,AU,2022-02-12 04:47:42,-35.7167,150.1833,78.19,87,82,8.32
330,Hammerfest,NO,2022-02-12 04:47:43,70.6634,23.6821,25.25,93,75,12.66
331,Tilichiki,RU,2022-02-12 04:47:43,60.4667,166.1,-13.94,89,3,8.43
332,Wabana,CA,2022-02-12 04:47:43,47.6332,-52.9481,33.57,90,40,10.36
333,Narsaq,GL,2022-02-12 04:47:44,60.9167,-46.05,30.42,89,100,8.84
334,Wairoa,NZ,2022-02-12 04:47:44,-39.0333,177.3667,81.55,82,69,3.0
335,Champerico,GT,2022-02-12 04:47:44,14.3,-91.9167,81.36,73,0,5.66
336,Cradock,ZA,2022-02-12 04:47:45,-32.1642,25.6192,69.84,74,0,1.57
337,Vao,NC,2022-02-12 04:47:45,-22.6667,167.4833,80.62,80,100,10.13
338,Airai,TL,2022-02-12 04:47:45,-8.9266,125.4092,71.78,73,92,1.54
339,San Pedro,PH,2022-02-12 04:47:46,14.35,121.0167,88.36,61,20,8.05
340,Buala,SB,2022-02-12 04:47:46,-8.145,159.5921,77.63,89,100,7.81
341,Suoyarvi,RU,2022-02-12 04:47:46,62.0833,32.35,11.3,94,62,7.11
342,Tiarei,PF,2022-02-12 04:47:47,-17.5333,-149.3333,80.62,74,74,13.47
343,Conde,BR,2022-02-12 04:47:47,-7.2597,-34.9075,78.26,94,20,3.44
344,Komsomolskiy,UZ,2022-02-12 04:47:47,40.4272,71.7189,43.52,65,75,6.91
345,Paragominas,BR,2022-02-12 04:47:48,-2.9667,-47.4833,71.49,99,91,2.48
346,Dwarka,IN,2022-02-12 04:47:48,22.2394,68.9678,73.85,39,0,7.18
347,Ariquemes,BR,2022-02-12 04:47:48,-9.9133,-63.0408,72.77,98,100,2.35
348,Luwingu,ZM,2022-02-12 04:47:49,-10.2621,29.9271,61.36,99,100,1.92
349,Sikonge,TZ,2022-02-12 04:47:49,-5.6333,32.7667,65.19,93,100,2.8
350,Poyarkovo,RU,2022-02-12 04:47:49,49.6,128.6833,7.66,89,100,11.36
351,Barcelona,ES,2022-02-12 04:47:49,41.3888,2.159,54.54,85,40,8.05
352,Kasongo-Lunda,CD,2022-02-12 04:47:50,-6.4667,16.8167,68.38,98,100,1.48
353,Mount Gambier,AU,2022-02-12 04:47:50,-37.8333,140.7667,82.31,24,4,8.05
354,Umm Lajj,SA,2022-02-12 04:47:50,25.0213,37.2685,63.18,37,0,23.73
355,High Level,CA,2022-02-12 04:47:51,58.5169,-117.136,-7.49,84,0,0.0
356,Evensk,RU,2022-02-12 04:47:51,61.95,159.2333,-7.98,80,21,4.32
357,Saronno,IT,2022-02-12 04:47:51,45.6279,9.0346,44.02,47,77,3.0
358,Meulaboh,ID,2022-02-12 04:47:52,4.1363,96.1285,83.98,63,87,2.57
359,Taksimo,RU,2022-02-12 04:47:52,56.3444,114.8794,-11.13,86,41,1.28
360,Maldonado,UY,2022-02-12 04:43:26,-34.6667,-54.9167,69.19,93,90,9.73
361,Hobyo,SO,2022-02-12 04:47:52,5.3505,48.5268,78.48,57,100,17.74
362,Crepy-En-Valois,FR,2022-02-12 04:47:53,49.2336,2.8881,35.73,88,100,4.94
363,Porto Walter,BR,2022-02-12 04:47:53,-8.2686,-72.7439,73.18,88,99,2.48
364,Grindavik,IS,2022-02-12 04:48:53,63.8424,-22.4338,27.07,80,0,10.36
365,Teguldet,RU,2022-02-12 04:48:54,57.3064,88.1667,2.35,83,6,7.81
366,Alofi,NU,2022-02-12 04:48:54,-19.0595,-169.9187,82.29,74,48,14.97
367,Strezhevoy,RU,2022-02-12 04:48:54,60.7333,77.5889,-9.02,96,68,9.75
368,Quepos,CR,2022-02-12 04:48:55,9.4236,-84.1652,81.7,76,56,4.41
369,Louga,RU,2022-02-12 04:48:09,58.7372,29.8453,19.78,95,99,8.57
370,Ambon,ID,2022-02-12 04:48:55,-3.6954,128.1814,84.34,74,40,5.75
371,Diffa,NE,2022-02-12 04:48:55,13.3154,12.6113,60.44,43,4,9.69
372,Same,TZ,2022-02-12 04:48:56,-4.0667,37.7333,70.47,82,100,2.17
373,Santa Helena De Goias,BR,2022-02-12 04:48:56,-17.8136,-50.5969,67.77,93,10,5.35
374,Lysyye Gory,RU,2022-02-12 04:48:56,51.5506,44.8414,15.46,98,80,5.55
375,Manzhouli,CN,2022-02-12 04:48:57,49.6,117.4333,-0.99,82,25,5.48
376,Isangel,VU,2022-02-12 04:48:57,-19.55,169.2667,87.91,74,40,6.91
377,Saint-Francois,FR,2022-02-12 04:48:57,46.4154,3.9054,25.68,91,78,2.3
378,Kumluca,TR,2022-02-12 04:48:58,36.3703,30.2869,44.67,54,0,4.63
379,Santa Cruz,BO,2022-02-12 04:45:02,-17.8,-63.1667,78.26,89,75,6.91
380,Zhigansk,RU,2022-02-12 04:48:59,66.7697,123.3711,-23.62,98,98,6.08
381,Asau,RO,2022-02-12 04:48:59,46.4333,26.4,35.96,85,100,2.89
382,Kondinskoye,RU,2022-02-12 04:48:59,59.6481,67.41,1.69,85,100,14.09
383,Sola,VU,2022-02-12 04:49:00,-13.8833,167.55,77.59,86,96,14.58
384,Porbandar,IN,2022-02-12 04:49:00,21.6422,69.6093,73.38,35,1,10.36
385,Cockburn Town,TC,2022-02-12 04:47:37,21.4612,-71.1419,77.49,84,2,23.49
386,Celestun,MX,2022-02-12 04:49:01,20.8667,-90.4,72.73,80,100,11.56
387,Laela,TZ,2022-02-12 04:49:01,-8.5667,32.05,59.79,95,100,2.26
388,Te Anau,NZ,2022-02-12 04:49:02,-45.4167,167.7167,60.44,54,98,8.55
389,Sur,OM,2022-02-12 04:49:02,22.5667,59.5289,71.28,46,0,3.8
390,Marquette,US,2022-02-12 04:49:02,46.5333,-87.6335,10.33,84,100,17.07
391,Bengkulu,ID,2022-02-12 04:49:03,-3.8004,102.2655,82.69,65,100,5.55
392,Mehamn,NO,2022-02-12 04:49:03,71.0357,27.8492,24.3,65,93,8.9
393,Saint Anthony,US,2022-02-12 04:47:13,45.0205,-93.218,7.25,66,0,14.97
394,Kamaishi,JP,2022-02-12 04:49:04,39.2667,141.8833,38.35,58,22,4.5
395,Lalsk,RU,2022-02-12 04:49:05,60.7415,47.5862,15.98,98,100,3.42
396,Katobu,ID,2022-02-12 04:49:05,-4.9408,122.5276,79.05,84,100,5.28
397,Aripuana,BR,2022-02-12 04:49:05,-9.1667,-60.6333,72.16,97,98,2.17
398,Bambous Virieux,MU,2022-02-12 04:49:06,-20.3428,57.7575,83.21,89,40,0.0
399,Pauini,BR,2022-02-12 04:49:06,-7.7136,-66.9764,72.99,98,100,2.37
400,Kokstad,ZA,2022-02-12 04:49:06,-30.5472,29.4241,64.24,91,11,2.33
401,Lasa,IT,2022-02-12 04:49:07,46.6166,10.7002,28.62,36,3,1.79
402,Lahat,ID,2022-02-12 04:49:07,-3.8,103.5333,84.6,61,100,3.71
403,Pasni,PK,2022-02-12 04:44:22,25.2631,63.471,68.56,48,0,7.09
404,Shimoda,JP,2022-02-12 04:49:08,34.6667,138.95,50.36,62,90,5.77
405,Kula,TR,2022-02-12 04:49:08,38.5473,28.6498,36.48,53,5,2.95
406,Sumenep,ID,2022-02-12 04:49:08,-7.0167,113.8667,81.43,81,100,13.67
407,Ndjole,GA,2022-02-12 04:49:09,-0.1783,10.7649,73.85,99,37,0.09
408,Mahbubabad,IN,2022-02-12 04:49:09,17.6167,80.0167,82.36,24,49,4.85
409,Moyale,KE,2022-02-12 04:49:09,3.5167,39.0584,71.15,27,50,5.86
410,Krasnoborsk,RU,2022-02-12 04:49:10,61.5598,45.934,18.99,95,98,5.55
411,Ahipara,NZ,2022-02-12 04:50:11,-35.1667,173.1667,76.73,88,87,22.37
412,Hit,IQ,2022-02-12 04:50:11,33.6416,42.8251,51.06,59,0,13.15
413,Maarianhamina,AX,2022-02-12 04:50:11,60.0973,19.9348,30.06,64,0,9.22
414,Zeya,RU,2022-02-12 04:50:12,53.75,127.2667,7.88,55,94,5.01
415,Erenhot,CN,2022-02-12 04:50:12,43.6475,111.9767,9.66,69,32,6.42
416,Shambu,ET,2022-02-12 04:50:12,9.5667,37.1,57.15,60,95,0.49
417,Aksarka,RU,2022-02-12 04:50:13,66.5606,67.7975,-6.9,90,100,9.46
418,Ladario,BR,2022-02-12 04:50:13,-19.0047,-57.6017,75.29,80,44,2.3
419,Petauke,ZM,2022-02-12 04:50:13,-14.2426,31.3253,63.91,95,92,2.86
420,Yamada,JP,2022-02-12 04:50:14,39.4667,141.95,38.16,60,46,5.84
421,Plast,RU,2022-02-12 04:50:14,54.3691,60.8136,6.21,92,19,5.82
422,Camacha,PT,2022-02-12 04:50:15,33.0833,-16.3333,60.22,82,75,17.27
423,Nianzishan,CN,2022-02-12 04:50:15,47.5167,122.8833,13.12,52,41,7.25
424,Oistins,BB,2022-02-12 04:46:18,13.0667,-59.5333,77.09,61,20,23.02
425,Port Lincoln,AU,2022-02-12 04:45:42,-34.7333,135.8667,73.94,51,0,10.38
426,Pemangkat,ID,2022-02-12 04:50:15,1.1667,108.9667,79.48,78,100,1.12
427,Atar,MR,2022-02-12 04:50:16,20.5169,-13.0499,63.32,21,87,7.7
428,Nhulunbuy,AU,2022-02-12 04:50:16,-12.2333,136.7667,92.01,46,100,11.5
429,Samagaltay,RU,2022-02-12 04:50:17,50.6022,95.0047,-12.3,92,58,3.78
430,Billings,US,2022-02-12 04:50:17,45.7833,-108.5007,25.16,46,0,10.36
431,Marzuq,YE,2022-02-12 04:50:17,14.4,46.4667,68.52,27,10,1.72
432,Sioux Lookout,CA,2022-02-12 04:50:18,50.1001,-91.917,-16.22,76,0,9.22
433,Puka,EE,2022-02-12 04:50:18,58.0559,26.2436,25.93,87,8,8.16
434,Dunedin,NZ,2022-02-12 04:45:45,-45.8742,170.5036,57.79,72,100,11.01
435,Mbaiki,CF,2022-02-12 04:50:18,3.8678,17.9892,67.69,29,71,3.04
436,Alta Floresta,BR,2022-02-12 04:50:19,-9.8756,-56.0861,70.9,97,95,2.35
437,Cooma,AU,2022-02-12 04:50:19,-36.2333,149.1333,65.97,63,100,9.22
438,Mezhdurechensk,RU,2022-02-12 04:50:19,53.6942,88.0603,10.09,74,5,2.66
439,Puerto Carreno,CO,2022-02-12 04:50:20,6.189,-67.4859,79.74,51,100,5.14
440,Kathmandu,NP,2022-02-12 04:46:31,27.7167,85.3167,53.82,62,20,2.3
441,Teruel,ES,2022-02-12 04:50:20,40.6667,-0.6667,35.56,77,56,4.61
442,Taonan,CN,2022-02-12 04:50:21,45.3333,122.7833,13.53,63,67,5.03
443,Hambantota,LK,2022-02-12 04:50:21,6.1241,81.1185,84.54,84,20,12.66
444,Necochea,AR,2022-02-12 04:50:21,-38.5473,-58.7368,54.03,62,73,9.95
445,Vestmanna,FO,2022-02-12 04:50:22,62.1564,-7.1664,41.92,93,100,12.66
446,Kalulushi,ZM,2022-02-12 04:50:22,-12.8378,28.0919,61.29,98,100,2.33
447,Charsadda,PK,2022-02-12 04:50:22,34.1435,71.7317,50.61,26,0,0.56
448,Eureka,US,2022-02-12 04:50:23,40.8021,-124.1637,54.79,87,83,1.01
449,Tokur,RU,2022-02-12 04:50:23,53.1333,132.9,5.09,83,100,5.08
450,Tottori,JP,2022-02-12 04:46:47,35.5,134.2333,50.07,57,75,8.05
451,Belyy Yar,RU,2022-02-12 04:50:23,53.6039,91.3903,-18.51,76,20,0.0
452,Kaitangata,NZ,2022-02-12 04:50:24,-46.2817,169.8464,59.94,57,92,12.59
453,Morondava,MG,2022-02-12 04:50:24,-20.2833,44.2833,80.22,85,22,4.27
454,Alakurtti,RU,2022-02-12 04:50:24,66.9672,30.3491,3.63,98,90,3.83
455,Peniche,PT,2022-02-12 04:50:25,39.3558,-9.3811,56.08,94,75,6.69
456,Riyadh,SA,2022-02-12 04:51:25,24.6877,46.7219,55.54,35,74,16.4
457,Palizada,MX,2022-02-12 04:51:25,18.25,-92.0833,68.9,94,5,3.65
458,Xichang,CN,2022-02-12 04:51:26,27.8964,102.2634,57.92,44,8,4.88
459,Ampanihy,MG,2022-02-12 04:51:26,-24.7,44.75,79.93,69,34,9.46
460,Fort Nelson,CA,2022-02-12 04:51:26,58.8053,-122.7002,8.19,78,100,4.61
461,Radhanpur,IN,2022-02-12 04:51:26,23.8333,71.6,73.65,24,0,7.65
462,Ontario,US,2022-02-12 04:51:27,34.0633,-117.6509,73.53,32,0,3.44
463,Paita,PE,2022-02-12 04:51:27,-5.0892,-81.1144,71.83,81,21,8.12
464,Port-Gentil,GA,2022-02-12 04:51:28,-0.7193,8.7815,80.13,81,99,9.84
465,Olga,RU,2022-02-12 04:51:28,43.7444,135.2892,27.77,47,100,15.66
466,South Yarmouth,US,2022-02-12 04:51:28,41.6668,-70.1847,48.45,85,0,8.05
467,Bacabal,BR,2022-02-12 04:51:28,-4.2917,-44.7917,72.75,97,100,2.73
468,Labrea,BR,2022-02-12 04:51:29,-7.2586,-64.7981,72.66,96,94,2.08
469,Puerto Escondido,MX,2022-02-12 04:51:29,15.85,-97.0667,75.94,73,73,5.41
470,Armacao De Pera,PT,2022-02-12 04:51:29,37.1026,-8.357,55.31,60,100,4.65
471,Buin,CL,2022-02-12 04:51:30,-33.7333,-70.75,71.74,43,94,0.65
472,Vieques,PR,2022-02-12 04:51:30,18.425,-65.8329,76.08,73,40,5.75
473,Katherine,AU,2022-02-12 04:49:30,-14.4667,132.2667,95.32,46,40,5.75
474,College,US,2022-02-12 04:51:30,64.8569,-147.8028,4.95,77,75,6.91
475,Micheweni,TZ,2022-02-12 04:51:31,-4.9667,39.8333,80.8,74,100,8.41
476,Poso,ID,2022-02-12 04:51:31,-1.3959,120.7524,78.04,88,100,2.84
477,Rantepao,ID,2022-02-12 04:51:31,-2.9701,119.8978,75.87,83,99,1.07
478,Ascension,US,2022-02-12 04:51:32,30.2169,-90.9001,53.01,78,0,0.0
479,Alexandria,EG,2022-02-12 04:46:56,31.2156,29.9553,48.74,93,0,0.0
480,Mor,HU,2022-02-12 04:51:32,47.3779,18.2035,38.08,83,68,12.86
481,Skibbereen,IE,2022-02-12 04:51:32,51.55,-9.2667,48.0,94,100,28.07
482,Ryotsu,JP,2022-02-12 04:51:33,38.0833,138.4333,44.56,62,100,11.25
483,Chambar,PK,2022-02-12 04:51:33,25.2931,68.812,75.27,26,0,8.75
484,Bulungu,CD,2022-02-12 04:51:33,-4.55,18.6,70.27,96,99,1.25
485,Manaia,NZ,2022-02-12 04:51:34,-39.55,174.1333,73.08,98,100,9.44
486,Porto Novo,BJ,2022-02-12 04:51:34,6.4965,2.6036,82.22,92,8,4.43
487,Hudson Bay,CA,2022-02-12 04:51:34,52.85,-102.3842,-11.99,94,100,5.41
488,Muroto,JP,2022-02-12 04:51:35,33.2833,134.15,55.44,58,83,9.1
489,Presidencia Roque Saenz Pena,AR,2022-02-12 04:51:35,-26.7852,-60.4388,74.52,49,83,12.82
490,Kamenka,RU,2022-02-12 04:51:35,51.3223,42.7678,28.74,96,100,5.55
491,Chifeng,CN,2022-02-12 04:51:36,42.2683,118.9636,18.72,62,100,6.15
492,Chabahar,IR,2022-02-12 04:51:36,25.2919,60.643,70.09,60,0,5.28
493,Tessalit,ML,2022-02-12 04:51:36,20.1986,1.0114,61.14,19,15,8.59
494,Kabanjahe,ID,2022-02-12 04:51:37,3.1001,98.4908,70.56,81,98,2.37
495,Dasoguz,TM,2022-02-12 04:51:37,41.8363,59.9666,33.91,86,100,6.91
496,Bantogon,PH,2022-02-12 04:51:37,6.5333,124.0333,83.64,71,100,6.11
497,Nieuw Amsterdam,SR,2022-02-12 04:51:37,5.8833,-55.0833,76.01,90,32,7.34
498,Abha,SA,2022-02-12 04:51:38,18.2164,42.5053,51.62,93,0,0.0
499,La Ronge,CA,2022-02-12 04:47:19,55.1001,-105.2842,-9.18,84,0,8.05
500,Saint-Pierre,RE,2022-02-12 04:51:38,-21.3393,55.4781,83.84,74,0,4.61
501,Coahuayana,MX,2022-02-12 04:51:38,18.7333,-103.6833,68.31,62,41,4.43
502,Verkhnyaya Inta,RU,2022-02-12 04:51:39,65.9811,60.3094,6.31,75,100,12.5
503,Barentu,ER,2022-02-12 04:51:39,15.1139,37.5928,65.73,74,0,4.92
504,Bulaevo,KZ,2022-02-12 04:51:39,54.9056,70.4439,-2.67,89,100,15.23
505,Mogadishu,SO,2022-02-12 04:52:40,2.0371,45.3438,76.87,78,0,16.11
506,Ranong,TH,2022-02-12 04:52:40,9.9658,98.6348,89.53,57,85,1.34
507,Vadlapudi,IN,2022-02-12 04:52:40,14.3167,79.8,82.0,58,18,8.43
508,Pervomayskoye,RU,2022-02-12 04:52:41,43.919,46.7102,38.01,76,6,5.37
509,Inhambane,MZ,2022-02-12 04:48:13,-23.865,35.3833,78.19,67,3,8.59
510,Anloga,GH,2022-02-12 04:52:41,5.7947,0.8973,80.82,85,35,8.39
511,Surt,LY,2022-02-12 04:52:41,31.2089,16.5887,53.31,65,83,10.25
512,Lodwar,KE,2022-02-12 04:52:42,3.1191,35.5973,84.92,37,27,13.27
513,Zyryanka,RU,2022-02-12 04:52:42,65.75,150.85,-22.85,92,30,5.21
514,Chiredzi,ZW,2022-02-12 04:52:42,-21.05,31.6667,70.03,80,21,7.81
515,Cairns,AU,2022-02-12 04:52:43,-16.9167,145.7667,94.28,56,3,12.66
516,Nalut,LY,2022-02-12 04:52:43,30.3333,10.85,44.94,53,42,8.63
517,La Baule-Escoublac,FR,2022-02-12 04:52:43,47.2922,-2.364,41.88,86,0,5.75
518,Oussouye,SN,2022-02-12 04:52:44,12.485,-16.5469,71.78,19,3,8.32
519,Port Hueneme,US,2022-02-12 04:52:44,34.1478,-119.1951,77.86,47,0,0.0
520,Sao Joao Da Barra,BR,2022-02-12 04:52:44,-21.6403,-41.0511,72.1,94,100,8.59
521,Krasnoarmeysk,RU,2022-02-12 04:52:45,51.0239,45.6969,22.59,94,78,9.22
522,Zubova Polyana,RU,2022-02-12 04:52:45,54.0771,42.8372,14.59,98,53,5.48
523,Half Moon Bay,US,2022-02-12 04:52:45,37.4636,-122.4286,65.97,62,0,11.5
524,Vaxjo,SE,2022-02-12 04:52:46,56.8777,14.8091,32.81,96,20,10.36
525,Nyurba,RU,2022-02-12 04:52:46,63.2842,118.3319,-5.46,94,95,3.24
526,Piacabucu,BR,2022-02-12 04:52:46,-10.4056,-36.4344,78.28,83,77,8.88
527,Otane,NZ,2022-02-12 04:52:46,-39.8833,176.6333,79.36,80,94,6.8
528,Gossaigaon,IN,2022-02-12 04:52:47,26.4481,89.989,69.44,53,21,5.57
529,Haimen,CN,2022-02-12 04:52:47,23.1935,116.6142,62.49,80,78,12.01
530,Lerwick,GB,2022-02-12 04:52:47,60.1545,-1.1494,42.8,86,100,27.38
531,Mayo,US,2022-02-12 04:52:48,38.8876,-76.5119,58.95,48,0,13.8
532,Kanker,IN,2022-02-12 04:52:48,20.2719,81.4931,73.65,22,58,5.77
533,Torbay,CA,2022-02-12 04:52:48,47.6666,-52.7314,33.76,89,40,10.36
534,Jiujiang,CN,2022-02-12 04:52:49,29.7333,115.9833,44.58,87,100,8.79
535,Arkhangelsk,RU,2022-02-12 04:52:49,64.5401,40.5433,24.91,93,100,15.66
536,Usinsk,RU,2022-02-12 04:52:49,65.9939,57.5281,9.95,93,100,15.55
537,Terrace Bay,CA,2022-02-12 04:52:50,48.7834,-87.1,-11.58,93,92,16.04
538,Road Town,VG,2022-02-12 04:52:50,18.4167,-64.6167,75.29,78,25,25.12
539,Bolshaya Martynovka,RU,2022-02-12 04:52:50,47.271,41.6679,39.06,88,100,12.46
540,Osmena,PH,2022-02-12 04:52:50,10.5208,119.9258,80.6,80,75,18.61
541,Mirnyy,RU,2022-02-12 04:52:51,62.5353,113.9611,-2.42,93,94,2.33
542,Pochutla,MX,2022-02-12 04:52:51,15.7432,-96.4661,71.15,75,81,4.27
543,Bulgan,MN,2022-02-12 04:52:52,48.8125,103.5347,-2.76,85,70,0.96
544,Palu,ID,2022-02-12 04:52:52,-0.8917,119.8707,77.16,96,100,2.51
545,Beyneu,KZ,2022-02-12 04:52:52,45.3167,55.2,34.74,75,83,10.78
546,Fayetteville,US,2022-02-12 04:52:52,35.0527,-78.8784,55.92,54,0,9.22
547,Salta,AR,2022-02-12 04:49:44,-24.7859,-65.4117,62.89,96,75,5.75
548,Camana,PE,2022-02-12 04:52:53,-16.6228,-72.7111,70.56,79,54,6.64
549,Troitskoye,RU,2022-02-12 04:52:53,52.9821,84.6757,4.75,92,59,6.91
550,Bull Savanna,JM,2022-02-12 04:53:54,17.8868,-77.5902,72.34,85,12,9.44
551,Walvis Bay,NA,2022-02-12 04:53:54,-22.9575,14.5053,70.09,88,13,4.61
552,Maumere,ID,2022-02-12 04:53:54,-8.6199,122.2111,80.24,82,100,2.82
553,Ust-Karsk,RU,2022-02-12 04:53:55,52.7011,118.8077,1.4,80,96,2.13
554,Georgiyevka,KZ,2022-02-12 04:53:55,43.0369,74.7114,33.84,86,75,6.71
555,Charlestown,AU,2022-02-12 04:50:57,-32.95,151.6667,75.72,71,43,4.0
556,Tuxpan,MX,2022-02-12 04:50:04,19.55,-103.4,52.45,65,6,2.8
557,Brazzaville,CG,2022-02-12 04:53:55,-4.2658,15.2832,80.91,83,20,3.44
558,Leshukonskoye,RU,2022-02-12 04:53:56,64.8989,45.7622,17.55,96,98,5.01
559,Mananjary,MG,2022-02-12 04:53:56,-21.2167,48.3333,78.22,80,54,6.49
560,Saryg-Sep,RU,2022-02-12 04:53:56,51.5,95.6,-8.27,92,94,2.21
561,Zhanaozen,KZ,2022-02-12 04:53:57,43.3,52.8,37.96,70,100,7.09
562,Lethem,GY,2022-02-12 04:53:57,3.3803,-59.7968,77.65,68,45,12.35
563,Lucapa,AO,2022-02-12 04:53:57,-8.4192,20.7447,63.61,97,97,1.21
564,Shubarshi,KZ,2022-02-12 04:53:58,48.5872,57.1869,28.54,96,100,12.1
